Rating,Author,Author Location,Review Date,Review Title,Review,Type of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value for Money,Recommended Service
9.0,J Campos,Oman,2018-11-01,My experience was exceptional,"Not Verified |  Hesitant given complaints by other reviews on tardy departures. My experience was exceptional: On-time flight, great attention to detail, tasty food (nice coffee), and nice lounge (shared with Skyteam, although ET belongs to Star Alliance). Seat was not completely parallel to the floor, but acceptable even on a longer flight (and I'm 6'1""). I would definitely fly Ethiopian Airlines again.",Business,Business Class,São Paulo to Buenos Aires,2018-10-01,4.0,5.0,5.0,4.0,5.0,5,yes
8.0,Alan Thompson,Oman,2018-10-22,Excellent choice,✅ Trip Verified |  Zanzibar to London via Addis Abbaba. Excellent choice recommended by our tour organiser. Probably the quickest route to Zanzibar from London. Business class service excellent and at a good price. A350-900 a very modern plane and felt it. Flat bed very welcome. Nice touch is a separate bus at Addis guaranteeing priority boarding. No hesitation in using them again.,Family Leisure,Business Class,Zanzibar to London via Addis Abbaba,2018-10-01,5.0,5.0,4.0,5.0,5.0,5,yes
1.0,S Malder,Oman,2018-10-17,claim on a damaged bag,✅ Trip Verified |  Diass to Johannesburg via Addis Ababa. I have been following up with ET several times with regards to a claim on a damaged bag and unfortunately have been shoved from pillar to post with a no care attitude! All I wanted was for someone at ET was to give me legitimate up to date feedback on what was happening with this damaged bag claim. But since 21 Feb 2018 I have only received useless emails whereby staff have been pushing the responses to different departments with no luck. I even went as far as starting a fresh mail chain hoping this would get a different response but  no difference in customer support! Very disappointed and horrified that this is the standard that Ethiopian has claimed their name to...would just like this query to be resolved!,Business,Economy Class,Diass to Johannesburg via Addis Ababa,2018-02-01,0.0,0.0,0.0,0.0,1.0,1,no
2.0,M Rowa,Oman,2018-10-15,wouldn't recommend this airline,"✅ Trip Verified |  Mombasa to Toronto with a 3hr layover in Addis Ababa. In MSA they didnt give me the second boarding pass from ADD to YYZ saying their system was down and I would get it in ADD. On arriving in ADD, I was directed to customer service who upon checking my passport and permanent residence card (PR) said that they need to verify with the embassy and i should have a seat as i wait. 45 minutes later (while the lady assisted all other passengers) I stood up to ask her what was going on. She then gave me back my documents without any explanation and asked me to proceed to the gate. At the gate I explained I didnt have a boarding pass and another lady asked me to seat so that she can process my documents. 2 hrs later,and after the call to board I stood up to ask them what was going on. The lady referred me to another person who then told me their system was down. After pleading that I would miss my flight I was given a boarding pass with a different seat number almost at the end. At first I sat patiently both times as I thought maybe something was wrong with my documents. Turns out it was their system all along and instead of communicating with me they were just indifferent to my plight. I wouldn't recommend this airline to any of my friends after what i went through. It was a very long journey and they made it more tiring",Solo Leisure,Economy Class,Mombasa to Toronto via Addis Ababa,2018-10-01,4.0,4.0,3.0,1.0,1.0,4,no
1.0,Hadas Ohayon,Oman,2018-10-08,customer service the poorest,"✅ Trip Verified |  Buenos Aires to Tel Aviv via Addis Ababa. The customer service was the poorest! First, they charged me $300 more than what it shoes on their app - when I called customer service I had to wait more than 40 minutes to get to a representative that hardly spoke English and told me to Email them. When I did, they responded more than a week later saying the currency exchange was wrong and I was charged in Argentinian pesos and not in the local Ethiopian currency. At some point, they stopped responding to my emails. When I got to Tel Aviv I found out that my belongings in the checked suitcase were broken. I took pictures and sent it to the airline support email, I could only send one picture at the time. Although I sent several Email, I did not get a single response.  On the day of the flight, I had 19 hours connection stop in Ethiopia, according to their policy I was supposed to get a night in a hotel, at their expense, which I was supposed to get during the check-in. The lady at the kiosk in Tel Aviv was so rude and kept me waiting till the 15 minutes before boarding, saying I could have booked a later flight and avoid the wait, therefore I'm not entitled to an overnight stay on their expense. Needless to say that when I booked the flight there was no such option (to avoid the wait with a shorter connection). After waiting for her to contact the whole airport, and texting a couple of private friends that had nothing to do with my flight, she told me I have 15 minutes to get to the gate or I will lose my flight. At the gate, I spoke with the ""supervisor"" who told me I should speak to the airline rep in Ethiopia, when I get there. She also screamed at me, saying its my fault for not choosing shorter connection time, even though I explained to her that I was never given the option. The rep's desk in Ethiopia didn't help much as well, but at the very least they were nice enough to plain to me that the kiosk in Tel Aviv could put me on a later flight that same night and shorten my connection to 4.5 hours. They explained that ""they should have done it"" or at least offer me that option since that flight was almost empty. I had to spend 19 hours at the not-so-traveler friendly airport in Addis Ababa. My one and only, nightmare type experience with Ethiopian airlines came to an end as soon as I landed back in Buenos Aires. Will never recommend this company to anyone!",Solo Leisure,Economy Class,Buenos Aires to Tel Aviv via Addis Ababa,2018-06-01,2.0,1.0,3.0,3.0,1.0,1,no
1.0,M Darmayes,Oman,2018-09-06,return flight  also cancelled,"✅ Trip Verified |  Kilimanjaro to Mahe via Addis Ababa. Flight from Addis to Seychelles was cancelled by a phone call 25 hours before. Then the return flight was also cancelled! This time with no warning, no email. No Ethiopian staff at the airport. This is the first time that I have a flight cancelled. And it happened twice in 1 week,  with Ethiopian Airlines. So I won't fly again with them. The connection in Addis airport is terrible. Spent 11 hours there. So happy it won't happen again.",Family Leisure,Economy Class,Kilimanjaro to Mahe via Addis Ababa,2018-07-01,1.0,1.0,0.0,0.0,1.0,1,no
1.0,Nicole Stafford,Oman,2018-08-24,experience was awful,"✅ Trip Verified |  We flew Ethiopian from Los Angeles to Dublin. They changed our departure date to two days later and did not email us to tell us about the change. We only found out the day we were supposed to fly by checking the details on a separate online site. I talked to three supervisors and was not able to get an earlier flight, a compensation, or a bump to business class. We nearly missed a wedding and lost money on pre-booked accommodation and buses. They just kept insisting that the system is supposed to send an email. They also did not give us our pre-requested vegetarian meal option. They only had meat and could not give me a main course. Finally they found one vegetarian left and split it between all the people who did not have their requested meal. She kept insisting that we were not on the list for requested meals. A boy was vomiting on the plane and the attendants did not come when we used the button to call them. Nor did they come later when I needed a customs form. My seat could not fully recline and my onboard entertainment system was broken. This whole experience was awful, I told the employees that if they could not do anything to help the situation, either by booking an earlier flight, providing partial or full compensation, or giving us some sort of bump for the lost time and money that we encountered due to their mistake, that I would never fly with them again and would never recommend them. They did nothing and here we are.",Couple Leisure,Economy Class,Los Angeles to Dublin,2018-08-01,1.0,1.0,1.0,2.0,1.0,1,no
2.0,Clint Kimble,Oman,2018-08-22,very unpleasant experience,✅ Trip Verified |  Addis Ababa to Cape Town. This airline should be called a low service airline. Any interaction with ground staff in Addis Ababa assuming you can speak to them is unpleasant. The staff at Addis Ababa airport speak in one word sentences and often bark instructions at people.  10 days ago I spent 3 and half hours in a queue for a hotel voucher. The staff were rude and unhelpful. When we arrived at the shabby hotel we were offered over cooked food. On my way back to Cape Town today I was forced to stay a night in another hotel. It was a very unpleasant experience bed bugs crawling all over my skin and no hot water to wash them off. I have been coming to Addis Ababa using Ethiopian Airline for thirteen years. It is still as unpleasant as it was thirteen years ago.,Business,Economy Class,Addis Ababa to Cape Town,2018-08-01,1.0,1.0,1.0,0.0,1.0,1,no
3.0,Leah Buluku,Oman,2018-08-22,No proper communication,✅ Trip Verified | My plane from Nairobi to Cairo got cancelled. Stayed at JKIA from 3pm to 3am. Had to complain alot before we could be taken to a hotel after a lot of cold and mosquito bites. Didn't help that I travelled with my daughter and young niece. Coming back from Cairo Egyptair was amazing and on time. Arrived at Addis at 4am. ET flight 304 was to leave by 11.45am. Got delayed to 2pm. Got changed to an earlier flight ET 302. To depart at 9:30am. This too got delayed to 12 pm then delayed again to 2pm. Then delayed again to 4pm. How ridiculous. Stayed at airport on this connecting flight for 12 hours straight. No proper communication on what was going on. Rude ground staff especially on boarding flight. Wish communication was more forth coming. No compensation on delayed flight. When I got my luggage in Nairobi it was damaged. Very disappointed. Will never use Ethiopian Airlines again. Very unprofessional service. Stop over at Addis did not help. Crowded airport. Nothing to do there. Few restaurants and duty free shops.,Family Leisure,Economy Class,Addis to Nairobi,2018-08-01,3.0,4.0,3.0,2.0,1.0,1,no
1.0,B Darhani,Oman,2018-08-22,we do not have yellow cards,"✅ Trip Verified |  Mumbai to Mahe via Addis Ababa. Our flight from Mumbai was delayed by 6 hours but there was no communication on this. As a result we missed our connection from Ethiopia and had to stay back in Ethiopia for a day. When we landed in Ethiopia from Mumbai our luggage was missing. It took them another 3 to 4 hours to find the luggage. I went myself into the storage rooms and looked for the luggage. Upon complaint of this there was no response from the ground staff. Next day when we went to catch our onward flight to Seychelles, we were told that we will be detained here as we do not have yellow cards. This was not asked from any other passengers as we all were on transit visa. Only when we threatened to call Indian Embassy and complain about this were we let go but not before we had to sign a document which had a 5000$ or something bond and said we are responsible if Seychelles decides to detain us.",Family Leisure,Economy Class,Mumbai to Mahe via Addis Ababa,2017-12-01,0.0,0.0,0.0,0.0,1.0,1,no
1.0,YM Masri,Oman,2018-08-21,lowest level of service possible,"✅ Trip Verified | I don't know where to start. The lowest level of service possible, the most ignorant, slow, unskilled and unprofessional staff I've ever seen, the oldest aircraft and amenities possible, the most arrogant, pretentious and unwelcoming employees. What a terrible image of Ethiopia and of your own culture they give to foreigners. They treat their clients with such disregard and nonchalance. And the pretension goes all the way to calling their airline: ""The best in Africa."" Really? How about the worst in Africa, or even the worst in the world. This airline should stop operating if they don't plan on changing their management.",Business,Economy Class,Cape Town to Beirut via Addis Abbaba,2018-08-01,1.0,1.0,1.0,1.0,1.0,1,no
2.0,Basheerah Van Wyk,Oman,2018-08-21,my luggage was damaged,"✅ Trip Verified |  Johannesburg to Riyadh via Addis Ababa. All my flights from beginning to end of my trip were delayed. At Addis Ababa Airport, staff lied about loading my luggage onto my flight. My luggage arrived in Johannesburg a day after I did and it was badly damaged. Ethiopian Airlines refused to do anything about it saying that according to their records my luggage arrived in good order, even though airport staff themselves wrote a comment and signed the delivery invoice acknowledging that my luggage was damaged.",Business,Business Class,Johannesburg to Riyadh via Addis Ababa,2018-08-01,3.0,3.0,2.0,3.0,1.0,1,no
3.0,Samuel Mchunu,Oman,2018-08-20,missing onward connection,✅ Trip Verified |  Nairobi to Johannesburg via Addis Ababa. Was booked on flight ET 303 which was supposed to depart at 11h35 in Nairobi but ended up departing at 20H10 resulting in myself missing an onward connection ET 849. I had to stand in a queue for more than 2 hours to get an allocation to the next flight to Johannesburg. There was no one manning the queue resulting in squabbles among frustrated passengers.,Business,Economy Class,Nairobi to Johannesburg via Addis Ababa,2018-08-01,3.0,1.0,3.0,3.0,1.0,4,yes
5.0,Anders Pedersen,Oman,2018-08-19,Service onboard fine,"✅ Trip Verified |  Khartoum to Kigali via Addis Ababa on 16 Aug. 2018 on Boeing 737-800 and Boeing 737-700, respectively. Both flights delayed. Arrived in KRT 5 hours late (with Fydubai from DXB) due to closure of the airport. KRT airport had a crash and the lanes were blocked 4 hours in the morning. Had to accept No-Show and rebooking fee to ET just outside the airport. Had no visa but transit passed relatively smoothly with a lot of officers leading and attending me while retaining my passport. A humiliating experience but I know these things eventually works out well – just don’t be fuzzy. Ticket reissue went very fast, paid 100 USD cash. Both Boarding passes received in KRT which proved crucially necessary: flight became 45 Min. delayed. Bus-gatings from/to terminals throughout, very tiresome: I waited in KRT >30 Minutes with 80 passengers in a double-bus before it took-off to the aircraft 200 meters away. Transit in ADD was horrible due to hundreds of people waiting and blocking security check. Manage in last Minute to board an old 737-700 to Kigali. However, after boarding delayed >1 hour on tarmac due to “gas refuelling” discovered though the captains’ recalculation of amount needed. Service onboard were fine on both flights and could refill hot meals and drinks, inc. wine. Expensive ticket. Cannot recommend for unexperienced travellers.",Business,Economy Class,Khartoum to Kigali via Addis Ababa,2018-08-01,3.0,4.0,4.0,1.0,3.0,2,yes
2.0,Sujeet Anand,Oman,2018-08-17,The worst experience,"✅ Trip Verified |  Blantyre to Dubai via Addis Ababa. The worst experience and the ordeal is not finished yet and I am still waiting at Addis Ababa to go to Dubai. The problem started when flight at Blantyre was delayed by 3 hours. The worst, the booking clerk issued boarding pass till Addis Ababa and told me to collect boarding pass of Dubai at Addis Ababa. I believed and it was my biggest mistake. Now I came to Addis Ababa and after continuous follow up with the person concern i could not get boarding pass. They asked me to wait for some time and checked 80% passenger and then declared flight is full and next flight is in morning. It is to be noted that my flight was at 9.35 pm from Addis Ababa which got delayed to 1 am and after it was declared full, next flight announced was at 10.00 am in morning. There were around 25 passenger stranded without their fault in fact it was fault of Ethiopian airlines. After a lot of fight, struggle and waiting at 3 am new ticket is issued and we are left at low class lounge at our mercy to wait till 9.45 pm - promised to provide hotel but it is certain no such facility will be given because there are more than 500 people stranded for different flight because of overbooking and nobody is there to console or give appropriate reply.",Business,Economy Class,Blantyre to Dubai via Addis Ababa,2018-08-01,2.0,2.0,3.0,2.0,1.0,1,no
5.0,Gaurav Barsa,Oman,2018-08-15,experience was pretty average,"✅ Trip Verified |  Addis Ababa to Mumbai. We were sitting in row number 32 of the economy class. The air conditioning was poor and through out the duration of the flight (more than 5 hrs) we were uncomfortable due to poor cooling. We had informed the flight attendant about the issue twice but didn't notice any action from her on this issue. Also, the flight was delayed by about 90 minutes. We had to wait from about 9:30 PM (Addis Time) in the night or 12:00 AM Indian time to 9:00 AM Indian time and all that was provided was a meal by the airlines. The snack service was not repeated. Given that there is no provision for food in the Addis Ababa airport after the security check is completed, this is a very long time that the airline would be hosting the guests and should plan accordingly for delay in flights. Overall experience was pretty average. Given that the airlines would like to brand itself as the gateway to Africa, it should plan better.",Couple Leisure,Economy Class,Addis Ababa to Mumbai,2018-08-01,3.0,2.0,4.0,2.0,1.0,4,no
1.0,K Tan,Oman,2018-08-13,the flight was delayed,"✅ Trip Verified |  Addis Ababa to Singapore was scheduled for 2320 on Sat. I did an online checked-in via the airline web site at 1700 on Sat and received an confirmation. There was no information that the flight time had changed during the online check-in. When I arrived at airport at 0915, I was then told that the flight was delayed till 06:20 Sun, and the check-in counter (at business class) staff told me that I could wait for the next 7 hours at the gate! After much protestation, I was referred to her supervisor who said that the airline can arrange for transit hotel, and he then appeared. After a long wait for him, and lots of chasing after ET staff - none of whom offered any help, I was at ADD airport before a transit hotel voucher was finally provided to me. Ethiopian should inform pax of any flight delays when the pax checked online - which they didn't. The cabin crew was not helpful or wanting to give any sense of service.  I will never fly Ethiopian Airlines again.",Business,Business Class,Addis Ababa to Singapore,2018-08-01,1.0,1.0,0.0,0.0,1.0,1,no
1.0,C Deane,Oman,2018-08-10,8 Hours on the phone,"✅ Trip Verified |  The actual experience of flying with Ethiopian is OK. Nothing special, not really on par with the transatlantic coach flights to and from Europe, but pretty standard quality of food and service that I have come to expect from flights to and from Africa. However, a colleague had a medical emergency so I had to extend my trip, which meant I had to rebook my returning ticket. I cannot express to you the horror of that experience. Despite the fact that I was more than willing to pay whatever necessary change fees and rate differences, it took me a total of 8 Hours on the phone with them to rebook. They do not allow rebooking online, which meant that I had to spend an entire day on hold with various people, which is not easy (or Cheap) from a remote part of Ghana with little cell service. Every time I would get through the hold line and speak with a representative, they would figure out a flight for me, then ""transfer"" me to their sales department, and I would be hung up on. Or I would be on hold for an hour Then hung up on. After the complete mess that was finally getting this sorted out was finished, After 8 hours of this nonsense, they tell me that I cannot be confirmed for the rebook yet because I had to pay the change fees first, In Person In Cash. What airline in 2018 doesn't accept online payments, card payments over the phone, or even wired money? Of course, I was in rural Ghana, which meant I couldn't spend 3 days traveling from there to their head office in the capital to pay this change fee when the entire point was that I was unable to travel to Accra at that time for my original flight. After 2 weeks of fighting with them over the phone about this, Finally one of the local agents tells me I can pay the money into their bank account in a city nearby my location (who knows Why no one ever gave me that option previously!?). I was very worried this would turn out to be a scam because it was a pretty sketchy set up, but it worked out in the end. Moral of the story; if you can avoid booking with Ethiopian Airlines, Do It, because it you have any problems at all you are out of luck.",Solo Leisure,Economy Class,Lome to Newark,2018-05-01,2.0,4.0,3.0,0.0,2.0,2,no
8.0,Anders Pedersen,Oman,2018-08-10,trip was smooth and punctual,"✅ Trip Verified |  Dar es Salaam to Bangkok via Addis Ababa on 8th August 2018. Checked in online after some difficulties, but was allowed to transit 7 hours prior to departure. Granted 3rd part lounge in Dar is Tanzanite which always gives me problems when entering. Always greedy after money and this time they wanted to charge me 35 USD because I was “2 hours early”. This, despite I had Lounge Invitation printed on my BPs. I had to call ET-manager to access. The lounge is so, so, but they have plenty hot snacks and drinks. Aircraft B787-900 on 1st leg was downgraded to a smaller B737 due to low load in economy. However, that caused 3 biz-passengers to be downgraded. Without being requested, I volunteered to do so and got 250 USD in ET-vouchers as compensation. The check-in staff came to the lounge and were relieved by my decision. I was fine as I still had my special meal and lounge access. I was treated like a king to Addis: despite travelling economy I almost felt ashamed getting champagne and foods from bz-class brought down discretely to row 17. I even got my special meal (red-snapper) but had to additional dishes, veal and beef, all very tasty. Got the menu from business could choose food and drinks from there. Only downturn was the plastic cutlery. They gave me 3 seats for myself despite economy became 75% full. Cloud Nine Lounge in Addis was OK but no showers neither there not in any other lounge in Addis. Tried to cash my vouchers but failed. Both flights almost on time. The 2nd leg on B787-8 was in 2-2-2 configuration in Biz, which is quite cramped compared to Qatar´s much more spacious 1-2-1. That trip was smooth and punctual. Good IFE, drinks, and foods.",Business,Business Class,Dar es Salaam to Bangkok via Addis Ababa,2018-08-01,4.0,4.0,4.0,4.0,4.0,5,yes
1.0,Mpande Mwenechanya,Oman,2018-08-01,the flight was overbooked,"✅ Trip Verified |  Vienna to Lusaka via Addis Ababa, Worst travel experience. Firstly got bumped off my connection flight to Lusaka from Addis apparently the flight was overbooked. This happened just before boarding and staff were extremely unhelpful and gave conflicting statements. Waited about 4 hours after missing the flight to be given an alternative flight for the following day. Was then informed that my bags had already left and I would find them in Lusaka. When I finally got to Lusaka my bags were not there! No explanation provided.",Business,Economy Class,Vienna to Lusaka via Addis Ababa,2018-07-01,2.0,1.0,1.0,0.0,1.0,1,no
8.0,Anders Pedersen,Oman,2018-07-24,deserve roughly their 4 stars,"✅ Trip Verified |  Bangkok to Dar es Salaam via Addis Ababa on B787-8 aircraft. Bought a promotional ticket and enjoyed all the privileges fully. This airline suits me well and is excellent when there are no logistic problems. Checked in on-line with some difficulties – had to reload the pages several times. Printed BPs accepted throughout though the airport and replaced by “originals” at the gate. Flights on time. Miracle Lounge in BKK opposite their departure gate D4 is very nice, had a shower. Cabin 2-2-2 configuration in business slightly cramped – they gave me two seats so I felt comfortable. Food and drink offering onboard was good and exotic. Given dinner (3 choices) at around 2:30 a.m. and again breakfast before landing despite the flight lasts only 7½ hour. FAs are kind but much less professional than for Qatar Airways or Singapore Airlines. Special meal accommodated. IFE excellent. The airport in Addis needs expansion and tends to be very crowded and messy. Lounges in Addis were full, though with good food and Wi-Fi. Smokers area like a pig-stall. Gate for second flight changed 3 times, including flight number. Poor signage and information at most gates made frustrated and panicking passengers. Nice airline, deserve roughly their SKYTRAX 4 stars but no more. However, we are very far from getting the 5th compared to downgrade to the 3rd.",Solo Leisure,Business Class,Bangkok to Dar es Salaam via Addis Ababa,2018-07-01,4.0,4.0,4.0,5.0,4.0,5,yes
1.0,F Lawal,Oman,2018-07-19,No explanations nothing,✅ Trip Verified |  Washington to Blantyre via Addis Ababa. We boarded the plane then they announce that the door can not close. we were on the plane for over 3 hours without food or drink. Then they made us get off the plane to board another plane. An hour or so later we boarded the same plane we were sitting for 3hrs on. No explanations nothing. I asked for something to eat as I need to take medication I was denied food. Worst experience ever flying. I have written to them to complain and up to now no one from Ethiopian Airlines has bothered to contact me or respond.,Solo Leisure,Economy Class,Washington to Blantyre via Addis Ababa,2018-07-01,2.0,2.0,2.0,3.0,1.0,1,no
8.0,Aldo Sparkham,Oman,2018-07-19,"Good food, great service","✅ Trip Verified |  Tel Aviv to Johannesburg via Addis Ababa. The seat pitch is noticeably more than on other airlines bigger aircraft. Good food, great service and smooth transit. Would definitely fly Ethiopian again!",Solo Leisure,Economy Class,Tel Aviv to Johannesburg via Addis Ababa,2018-07-01,5.0,4.0,4.0,2.0,3.0,5,yes
1.0,Joshua Ericsson,Oman,2018-07-18,don't put yourself through such,✅ Trip Verified | So I was told my Ethiopian Airlines flight from Ethiopia to Botswana was full and I would have to sleep in the airport until tomorrow for the next flight. After 13 hours of flying. My head and body hurt so bad. Just don't put yourself through such.,Solo Leisure,Economy Class,Chicago to Botswana via Ethiopia,2018-07-01,1.0,3.0,1.0,2.0,1.0,1,no
1.0,B Joubert,Oman,2018-07-16,inefficient under staffed,"✅ Trip Verified |  I did a return trip with these guys from Johannesburg to Ouagadougou via Addis Ababa. Not one part of the transit went well, besides the checkin at JHB. This is by far the worst airline and airport experience ever. They are completely inefficient under staffed.",Business,Economy Class,Addis Ababa to Johannesburg,2018-07-01,2.0,2.0,2.0,0.0,1.0,1,no
9.0,S Segun,Oman,2018-07-13,comfortable and pleasurable,✅ Trip Verified |  Lagos to Newark via Lome. It was an absolute pleasure flying Ethiopian to the US. For an 11 hour flight it was very comfortable and pleasurable. From Check in to boarding the process was really smooth. The transit was equally very smooth. In-flight entertainment was also great and plenty of leg room even in economy. I'll recommend Ethiopian for any one flying to the US from Africa.,Solo Leisure,Economy Class,Lagos to Newark via Lome,2018-07-01,4.0,4.0,4.0,4.0,4.0,4,yes
1.0,Steve Hansen,Oman,2018-07-11,Ethiopian Airlines customer review,"✅ Trip Verified |  Johannesburg to Nairobi via Addis Adaba. I was hesitant to book with Ethiopian airlines, however the schedule suited us. We flew from Johannesburg to Nairobi with a stop over in Addis Adaba. Firstly our plane was delayed by a couple of hours in Addis Adaba which is no big deal however we were ushered into a gate that was a construction zone through security where we had to wait. There was no air conditioning and the drinking water tanks were all empty. When we finally got on the plane I had to ask 5 times for some water for my children. I had pre selected our seats and was told that due to traveling with children we could not sit in the selected seats as it was an exit row. So they reallocated our seats and we were not sitting with our 5 and 7 year old children. I argued that I was not willing to allow my young children to sit next to strangers. I was told that I had to swap myself with other passengers when I boarded the plane. Luckily the other passengers allowed us to sit together. No thanks to Ethiopian Airlines. I also noticed after boarding that our original allocated seats were NOT in an exit row. When we arrived at Nairobi 2 of our bags were missing. After spending over an hour filling out paperwork at the airport we finally got to leave without the 2 bags. After 3 days of having no clothes mosquito spray and toiletries which we had to purchase ourselves again, our bags were located and my safari company picked the bags up for us. When we received the bags they were both badly broken. I spoke to the manager when we returned to the airport and was told there was nothing she could do and we should speak to the manager when we arrive back to Johannesburg. I spoke to somebody at the desk in Johannesburg and he gave me more paperwork and was told somebody would contact me. It has now been 3 weeks and after I have sent many emails, messages etc I still haven’t heard back from the airline.",Family Leisure,Economy Class,Johannesburg to Nairobi via Addis Adaba,2018-06-01,1.0,2.0,2.0,0.0,1.0,1,no
8.0,Sauvik Samanta,Oman,2018-07-07,impressed by their professionalism,"Not Verified |  Recently I was traveling from New Delhi to Cape Town via Addis Ababa with Ethiopian Airlines. At Cape Town International airport, I found my big trolley bag is broken. I lodged a complain at the Baggage Claim counter. The took my details. Within 3 days they collected the broken luggage from my flat and in another 7 days they replaced it with a brand new trolley bag with same size and same color. I am really impressed by their professionalism. Thank you Ethiopian Airlines",Solo Leisure,Economy Class,Delhi to Cape Town via Addis Ababa,2018-06-01,4.0,3.0,4.0,1.0,3.0,4,yes
1.0,F Steane,Oman,2018-06-24,terrible check-in process,"c✅ Trip Verified |  London to Blantyre via Addis Ababa. Terrible check-in process at all airports. Could only check in for one flight at a time, had to provide the credit card used while in Addis Ababa (what if we hadn’t brought it?) despite booking months in advance. Unfriendly customer service. Was not clear on booking they flights 2+3 was a stopover rather than a transfer which was nice except it led to ticketing confusion which annoyed their staff. Food was acceptable but ran out of options halfway. Great range of meal choices offered on the website. I picked a Hindi meal. These were not offered on any flights - only chicken or beef. They were always out of the vegetarian option and usually out of the beef. They did at least fill my water bottle multiple times.",Couple Leisure,Economy Class,London to Blantyre via Addis Ababa,2018-06-01,3.0,2.0,1.0,2.0,1.0,1,no
1.0,A Oni,Oman,2018-06-22,I am very displeased,"✅ Trip Verified | I checked a bag into Ethiopian Airlines on my flight from Enugu to Heathrow London on the 16th of June 2018. I have not seen my baggage and I made an official report in Heathrow and they said they will bring the bag. 3 days later, they have not brought my bag. Never knew it is a risk to check in my bag on an Ethiopian Airlines flight. I still have my baggage claim receipt and the proof of my report. I am very displeased.",Solo Leisure,Economy Class,"Enugu to London Heathrow,London via Addis Ababa",2018-06-01,2.0,2.0,1.0,1.0,1.0,1,no
7.0,Stephen Bailey,Oman,2018-06-14,"Young, friendly cabin staff","✅ Trip Verified |  Bangkok to Hong Kong. Young, friendly cabin staff. Food and IFE okay. Aircraft although relatively new felt worn out, especially the seat cushions. Plenty of legroom and flight only 1/3 full, including the return flight from HKG to BKK. Bargain price (100GBP for return flight) since I booked the day before, cheaper than a LLC ticket!",Business,Economy Class,Bangkok to Hong Kong,2018-06-01,1.0,4.0,3.0,3.0,3.0,5,yes
9.0,Anders Pedersen,Oman,2018-06-09,one of my best economy flights,"✅ Trip Verified |  Transited in Addis on my way to Khartoum on 8th June 2018. The airport (T2) is overcrowded, messy, and queues everywhere. Boarding tedious and waiting for ½-1 hour for the bus in overcrowded narrow room at Gate 13. We became >½ hours late departing, but as the plane was full it was almost excusable. As the pax-load was full and the aircraft was a smaller B737-800 they were seizing and checking in hand-luggage for a lot of overloaded passengers, inclusive of myself. I argued that I need to go with my hand-luggage as I was only transiting in KRT and could not retrieve it easily without a visa to Sudan. After some discussion they eventually allowed my two pieces to pass to be taken on board. On board I had one of my best economy flights for years: FAs were fit, well rested, effective, focused, and kind and expedite. Despite the flight was full and the duration were only 1½-2 hours, everything worked to perfection. Two hot meals offered, I chose a fish steak for breakfast. It was so good I had to inquire for one additional. Voila, in 6-8 seconds after I told this to the FA it was on my plate. Drinks offered were plenty including wine and beers. The brands were well selected and tasted very well for economy class. The FAs came around and asked if there were other requests they could assist with. They served us until we landed and there were no stops in service from kick-off till landing. They were so well groomed, professional, and neat. IFE were missing apart from radio/music access. The aircraft appeared new and in good condition despite being an old model. At arrival, two stairways were put up allowing for quick disembarking being taken by bus to the arrival area and then confronted with the harsh Sudanese immigration where huge patience is the strongest weapon to overcome the hurdles.",Solo Leisure,Economy Class,Addis Ababa to Khartoum,2018-06-01,4.0,5.0,5.0,2.0,3.0,5,yes
7.0,Anders Pedersen,Oman,2018-06-09,Upgraded from economy class,"✅ Trip Verified |  Travelled Kigali to Addis 8th June 2018 at 02 a.m. on a small B737-700. Upgraded successfully from economy class by putting my modest bid through their homepage. Check-in was very lengthy as they could not issue the second boarding pass when I was upgraded on the first sector. I could not accept it and stood at the counter almost ½ hour before the second BP came out. Worth waiting for compared to waiting at a transfer counter in ADD to get it. It eventually went through and I then enjoyed the lounge access in KGL and good service on board in the four rows of business class (cabin ½ full). I was disappointed they only served breakfast as I needed dinner. But I spotted from the menu card the dinner served on the incoming flight. I then managed to secure my favourite dinner from that menu, despite it was not on offer and a few hours old, but reheated. Pre-departure champagne brut (“Lallier”) was fine. FAs attentive. Seats extremely well bolstered. Good product.",Solo Leisure,Business Class,Kigali to Addis,2018-06-01,4.0,4.0,4.0,2.0,4.0,3,yes
8.0,Alain Kupferman,Oman,2018-06-05,a good business class,"✅ Trip Verified | Abidjan to Bangkok via Addis Ababa. I now frequently use Ethiopian on trips from Bangkok to Africa as they provide a good business class at reasonable prices and extremely good connections, with relatively short transfer times in Addis. Food is generally quite good on Ethiopian, local wines excellent and service attentive. On my last flight (ET618), instead of the now usual Dreamliner, Ethiopian used an older B767, with a very limited entertainment system, as they only showed African, Asian, Hindi and 4 European movies and no blockbusters or US movies; also, immigration forms were not available, but otherwise, a very pleasant flight.",Business,Business Class,Abidjan to Bangkok via Addis Ababa,2018-06-01,4.0,5.0,5.0,2.0,4.0,5,yes
